timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,pressure,altitude
1772651151090,0.368707,-0.416591,9.794679,0.000000,-0.015446,-0.005326,-21.18,-19.56,-31.62,,
1772651151102,0.366313,-0.433351,9.888053,0.000000,-0.015446,-0.005326,-21.06,-19.38,-31.56,,
1772651151109,0.366313,-0.433351,9.888053,0.003728,-0.011185,-0.003196,-21.06,-19.38,-31.56,,
1772651151119,0.268151,-0.289698,9.797073,0.013848,0.028762,0.002663,-20.94,-20.10,-31.14,,
1772651151129,0.045490,-0.026336,9.756371,0.015979,0.036752,0.002131,-21.30,-20.04,-30.54,,
1772651151139,-0.007183,0.059855,9.770737,0.011185,0.019175,0.000533,-20.94,-20.04,-29.94,,
1772651151151,0.009577,0.057461,9.780313,0.000000,-0.004261,-0.002663,-21.30,-19.80,-30.12,,
1772651151160,0.069432,-0.019154,9.758766,-0.010120,-0.027697,-0.003196,-21.30,-20.28,-29.46,,
1772651151169,0.296881,-0.239420,9.878476,-0.016512,-0.038882,0.000533,-21.48,-20.40,-29.94,,
1772651151179,0.383072,-0.299275,9.868899,-0.013848,-0.027697,0.006392,-21.18,-20.22,-29.58,,
1772651151190,0.452504,-0.289698,9.957485,-0.011185,-0.001598,0.015979,-20.88,-19.56,-30.24,,
1772651151201,0.407014,-0.189142,9.859323,-0.004794,0.021838,0.017044,-21.00,-19.50,-30.18,,
1772651151209,0.275333,-0.114922,9.782708,-0.001598,0.031958,0.010653,-20.70,-19.50,-30.12,,
1772651151219,0.093374,-0.148441,9.698911,0.002663,0.015979,-0.015979,-21.06,-19.50,-29.64,,
1772651151229,0.165200,-0.371101,9.773131,-0.003728,-0.006924,-0.025034,-21.00,-18.96,-29.88,,
1772651151239,0.282516,-0.615310,9.715671,-0.012251,-0.036219,-0.018642,-21.48,-19.20,-30.12,,
1772651151251,0.349553,-0.794875,9.734824,-0.017044,-0.052198,-0.004794,-22.20,-19.38,-30.36,,
1772651151260,0.342371,-0.833182,9.691729,-0.004794,-0.039415,0.010653,-21.72,-19.32,-30.84,,
1772651151269,0.174777,-0.282516,9.643845,0.037817,0.055926,0.018642,-21.30,-20.04,-31.14,,
